gid,code,ward,name,feature,fature_det,speciality,theme,type,address,phone,photo,the_geom
100,00-00-03-05,13,ABHI TALLI PILLA ASUPATRI,HOSPITAL,"DR.Y.DURGAPRASAD(MBBS), DR.Y.CHITTI SUDHA (MD)",MATARNITY & CHILDREN HOSP,HEALTH,PRIVATE,"GORAKSHNAPETA,  RAJAHMUNDRY.",0883-2447779,,0104000020E6100000010000000101000000DE477676675D6141B1254E408B503D41
101,00-00-03-49-01,13,MENAKA REDDY RESTAURANT & BAR,RESTAURANT,RESTAURANT & BAR,BAR,HOSPITALITY,PRIVATE,"RTC COMPLEX ROAD, RAJAHMUNDRY.",,,0104000020E61000000100000001010000002DD048CC635D61416FF1AFEFF34E3D41
102,00-00-03-05-01,50,SRI  HOSPITAL,HOSPITAL,DR.RAMBABU,HOMEO,HEALTH,PRIVATE,"LALACHERUVU JUNCTION, RAJAHMUNDRY.",9397951024,,0104000020E610000001000000010100000066AC3039905E614152BAADA91F5B3D41
103,00-00-03-27,13,HARISH CLINIC,CLINIC,DR. ABDUL HAKIM,CLINIC,HEALTH,PRIVATE,"NEAR DANAVAI BABU TEMPLE, AMBEDKAR NAGAR, RAJAHMUNDRY.",9701705200,,0104000020E6100000010000000101000000E87EC1E76B5D614106479DD0354F3D41
104,00-00-03-27,13,SRI MARUTI CLINIC,CLINIC,DR.S.SRINIVAS,CLINIC,HEALTH,PRIVATE,"OPP. PRIMARY SCHOOL, AMBEDKAR NAGAR, RAJAHMUNDRY.",,,0104000020E61000000100000001010000008956AB395F5D61411D321D34E44F3D41
105,00-00-03-05-01,50,HOMEO HOSPITAL,HOSPITAL,"DR.T.SATNARAYANA (M.COM, M.H.P.G)",HOSPITAL,HEALTH,PRIVATE,"CTRI ROAD, RAJAHMUNDRY.",0883-2449394,,0104000020E610000001000000010100000064DFBD4BF85D6141AAE31FC625593D41
106,00-00-03-29,7,RAJAHMUNDRY DISTANCE EDUCATION COLLEGE,COACHING CENTRE,,COACHING CENTRE,EDUCATION,PRIVATE,"#46-9-22, NADAM GANIRAJU JUNCTION, VAREVU TOWERS, RAJAHMUNDRY.","0883-2446939, 9395345237",,0104000020E6100000010000000101000000D1D45F362F5D614103DBC06883533D41
107,00-00-03-52-01,13,SRI VIJAYADURGA MEDICAL AGENCIES,SHOP,,WHOLE SALE MEDICAL STORE,HEALTH,PRIVATE,"#45-34-4/1, GORAKSHNAPETA, RAJAHMUNDRY.",,,0104000020E61000000100000001010000007E7D161D735D6141EBD1BAE579503D41
108,00-00-03-05,13,SRI MARUTI NURSING HOME,HOSPITAL,,NURSING HOME,HEALTH,PRIVATE,"SHARADA NAGAR, BYPASS ROAD, RAJAHMUNDRY.",,,0104000020E610000001000000010100000032D345194E5D61413F7A33BC6F503D41
109,00-00-03-09,7,TELUGU MATRIMONY FROM BHART MATRIMONY,OFFICE,MARRIAGE ARRANGEMENT OFFICE,MATRIMONY OFFICE,,PRIVATE,"#46-12-23/2, OPP.MOUNIKA PLAZA, DAVAIPETA, RAJAHMUNDRY.",,,0104000020E61000000100000001010000002CE43541445D6141CB9BB474ED523D41
110,00-00-03-09,50,D.I.G. OF PRISONS,OFFICE,,POLICE OFFICE,INFRASTRUCTURE,GOVERNMENT,"OPP CENTRAL JAIL, RAJAHMUNDRY.",,,0104000020E61000000100000001010000007EA03CF7B25D6141CF98D9472F573D41
111,00-00-03-52-01,50,GANESH MEDICAL AND GENERAL STORES,SHOP,,MEDICAL SHOP,HEALTH,PRIVATE,"D.NO 72-3-1,NARAYANAPRRAM,LALACHERUVU ROAD, RAJAHMUNDRY.","0883-2449731,9440670074",,0104000020E6100000010000000101000000952F4DE10B5E61416A339F45FB583D41
112,00-00-03-05,7,HOROMNES RJY INSTITUTE OF DIABETS & ENDOCRINOLOGY,HOSPITAL,DR.G.V.GIRIDHAR(BMD),DIABETS & ENDOCRINOLOGY,HEALTH,PRIVATE,"DANAVAIPETA, RAJAHMUNDRY.",7702644144,,0104000020E6100000010000000101000000FC8F6E71405D61418097672AB0523D41
113,00-00-03-23,7,KARNATA BANK LTD.,BANK,RAJAHMUNDRY BRANCH,BANK,FACILITY,PRIVATE,"#46-11-31,DANAVAIPETA, RAJAHMUNDRY.","0883-242138, 2421098, 2460697",,0104000020E61000000100000001010000005AB8DEAA3D5D614192175B17F3523D41
114,00-00-03-36,7,HEALTH PLUS GYM,GYM,,GYM,HEALTH,PRIVATE,"DAVAIPETA, RAJAHMUNDRY.","9949094199, 8985947019, 9849090198",,0104000020E6100000010000000101000000429227FF395D6141ABBDF43ADE523D41
115,00-00-02-05,13,SRI DANAVAIBABU GUDI,TEMPLE,,TEMPLE,RELIGIOUS,PRIVATE,"GORAKSHNAPETA,  RAJAHMUNDRY.",,,0104000020E610000001000000010100000072B22C9D6F5D6141702040E5A5503D41
116,00-00-03-09,7,R.K.SRUTHI,OFFICE,"ARCHITECTS, ENGIEER",COSTS ESTIMATIONS OFFICE,,PRIVATE,"DAVAIPETA, RAJAHMUNDRY.","0883-2462065, 2445168",,0104000020E6100000010000000101000000C5A48EB7405D61411D496043F0523D41
117,00-00-03-09,7,Y.R.P.HOUSINGS,OFFICE,PRIME PROJECTS,HOUSING OFFICE,,PRIVATE,"II FLOOR, MOUNIKA PLAZA, DAVAIPETA, RAJAHMUNDRY.",,,0104000020E610000001000000010100000060E86BC1435D6141276CABC5D5523D41
118,00-00-03-51,50,THOLATH E M HIGH SCHOOL,SCHOOL,,SCHOOL,EDUCATION,PRIVATE,"MALLIKARJUNA NAGAR, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000E666577BBA5D61414CDF552436593D41
119,00-00-03-46,11,PARK,PARK,,PARK,FACILITY,GOVERNMENT,"V.L.PURAM, RAJAHMUNDRY.",,,0104000020E61000000100000001010000005A292DC80B5E6141D171EA8A934F3D41
120,00-00-02-02,46,SWASTHATHA SALA: BIBBLE MISSION CHURCH,CHURCH,,CHURCH,RELIGIOUS,PRIVATE,"CHITTI SANJEEVA NAGAR, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000E46B46BBA35D6141F65753C217603D41
121,00-00-03-52-02,46,PRABHUTVA CHOWKA DHARALA DUKANAM,SHOP,,RATION SHOP,SHOP,GOVERNMENT,"#65-13-2 ANANDANAGAR, RAJAHMUNDRY.",,,0104000020E61000000100000001010000005442FEB3745D61415F30DB02FC5E3D41
122,00-00-02-02,44,YOUNG MEN CHRISTIAN ASSOCIATION,CHURCH,,CHURCH,RELIGIOUS,PRIVATE,"MALLIKARJUNAGAR, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000EAC12624B25D6141743CC4327A5A3D41
123,00-00-02-05,44,SRI VENKATESWARA SWAMY TEMPLE,TEMPLE,,TEMPLE,RELIGIOUS,PRIVATE,"BESIDE RAJA THEATRE, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000AC4F37586B5D6141BC1C938E655B3D41
124,00-00-03-22,41,AXIS BANK ATM,ATM,,ATM,FACILITY,PRIVATE,"OPP. PAPERMILL, RAJAHMUNDRY.",,,0104000020E61000000100000001010000006ACA64F1E75C614109EB1C5EB5593D41
125,00-00-03-09,11,A P S I D C,OFFICE,,IRRIGATION OFFICE,,GOVERNMENT,"ADIREDDY APPARAO STREET, V.L.PURAM, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000366DE9B1FD5D6141EE18013A38503D41
126,00-00-03-09,50,OFFICE OF THE REGIONAL TRANSPORT OFFICER,OFFICE,,OFFICE,,GOVERNMENT,"OPP FCI GOWDOWNS, RAJAHMUNDRY.",,,0104000020E610000001000000010100000088D6D1F21A5E614196A9CC814A593D41
127,00-00-03-29,7,TCS EDUCAION ACADAMY,COACHING CENTRE,,COACHING CENTRE,EDUCATION,PRIVATE,"DURGA COMPLEX, DAVAIPETA, RAJAHMUNDRY.",,,0104000020E61000000100000001010000000FCC854F325D6141127D2CD5E2523D41
128,00-00-03-05-01,28,EYE CLINIC,HOSPITAL,"DR.N.SATYANARAYANA(DAMS, DO), DR.N.VIJAYA LAKSHMI (DAM)",EYE HOSPITAL,HEALTH,PRIVATE,"INNESPETA, RAJAHMUNDRY.",,,0104000020E61000000100000001010000006B8FAC2A145D61414F8B40B7CB4D3D41
129,00-00-03-52,43,GIRIJANA SAHAKARA SAMITHE,SHOP,,SMALL SCALE INDUSTERY,SHOP,PRIVATE,"KORUKONDA ROAD, RAJAHMUNDRY.",,,0104000020E61000000100000001010000007A33872B715D6141B94ECB9EAC5A3D41
130,00-00-03-57,14,ANGANWADI KENDRAM,WOMEN & CHILD WELFARE,CODE: 61,I.C.D.S.PROJECT,EDUCATION,GOVERNMENT,"#45-44-35, SHARADA NAGAR-I, TADI THOTA, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000F5DAF4103B5D6141FEFDE1B4FF503D41
131,00-00-03-27,28,DR.A.VYGRESWARUDU CLINIC,CLINIC,DR.A.VYGRESWARUDU,CLINIC,HEALTH,PRIVATE,"INNESPETA, RAJAHMUNDRY.",,,0104000020E61000000100000001010000007768D484145D61414835A641E04D3D41
132,00-00-03-57,14,ANGANWADI KENDRAM,WOMEN & CHILD WELFARE,CODE: 59,I.C.D.S.PROJECT,EDUCATION,GOVERNMENT,"CEMENTRI PETA-I, TADITHOTA, RAJAHMUNDRY.",,,0104000020E610000001000000010100000047FD7FC7365D614179C62C6A14513D41
133,00-00-03-52-01,28,SAI LAKSHMI MEDICAL & GENERAL STORE,SHOP,,MEDICAL SHOP,HEALTH,PRIVATE,"#39-1-17, STADIUM ROAD, RAJAHMNUDRY.",9396698989,,0104000020E6100000010000000101000000DAF3F5CF165D6141C0EA6352FD4D3D41
134,00-00-03-27,11,GOWTAMI HOMEO CLINIC,CLINIC,,CLINIC,HEALTH,PRIVATE,"TILAK ROAD, RAJAHMUNDRY.",,,0104000020E61000000100000001010000009320FB21F15D6141CFCD207434523D41
135,00-00-03-55,13,SULABH COMPLEX,TOILETS & BATH ROOM,,TOILET,FACILITY,GOVERNMENT,"NEAR SBI, TADI THOTA,  RAJAHMUNDRY.",,,0104000020E6100000010000000101000000E25628396D5D6141ADF342EC194F3D41
136,00-00-03-52-01,47,KANAKA DURGA MEDICAL AND GENEDSRAL STORES,SHOP,,MEDICAL SHOP,HEALTH,PRIVATE,"QUERRY MARKET JUNCTION, RAJAHMUNDRY.",9949553702,,0104000020E6100000010000000101000000ADA5BF8E985D614102BCF5BBAC5D3D41
137,00-00-03-57,41,ANGANWADI KENDRAM,WOMEN & CHILD WELFARE,,I.C.D.S.PROJECT,EDUCATION,GOVERNMENT,"KOTILINGALAPETA, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000C9CA16FD955C61419E634361415A3D41
138,00-00-03-05,41,EMPLOYEE STATE INSURANCE HOSPITAL,HOSPITAL,E.S.I.HOSPITAL,EMPLOYEES HOSPITAL,HEALTH,GOVERNMENT,"SRIRAM NAGAR, RAJAHMUNDRY.",0883-2479079,,0104000020E6100000010000000101000000F8C9D6C5FF5C61411E9E023D5E593D41
139,00-00-03-30,46,LENORA SCHOOL OF DENTAL SCIENCES,COLLEGE,,DENTAL COLLEGE,EDUCATION,PRIVATE,"RAMADAUPETA, SANITORIUM, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000A11D5D67C25D61411104C04E01603D41
140,00-00-03-51,50,MUNICIPAL CORPORATION  HIGH SCHOOL,SCHOOL,,SCHOOL,EDUCATION,GOVERNMENT,"LALACHERUVU JUNCTION, RAJAHMUNDRY.",,,0104000020E610000001000000010100000094716E6D815E614163195593585B3D41
141,00-00-02-02,28,PEMTEKOSTU PRADHANA MANDIRAM,CHURCH,,CHURCH,RELIGIOUS,PRIVATE,"INNESPETA, RAJAHMUNDY.",,,0104000020E6100000010000000101000000B7C5C38F155D614137D42272BF4D3D41
142,00-00-03-31,14,BABU JAGAJEEVANRAM COMMUNITY HALL,COMMUNITY HALL,,COMMUNITY HALL,ENTERTAINMENT,GOVERNMENT,"BYE PASS ROAD, RAJAHMUNDRY.",,,0104000020E61000000100000001010000007A1C2B5D2F5D6141307230CC31513D41
143,00-00-03-57,14,ANGANWADI KENDRAM,WOMEN & CHILD WELFARE,CODE: 92,I.C.D.S.PROJECT,EDUCATION,GOVERNMENT,"#45-5-27, BRDI PETA-I, TADITHOTA, RAJAHMUNDRY.",,,0104000020E610000001000000010100000015BD15B04C5D6141E47E6C79B3503D41
144,00-00-03-41,14,IMMANUYELU BIBLE BOOK CENTRE,LIBRARY,,BIBLE LIBRARY,EDUCATION,PRIVATE,"ANDHRA NAGAR, BYE PASS ROAD, RAJAHUNDRY.",,,0104000020E61000000100000001010000002751A958325D6141014496A853503D41
145,00-00-03-52-01,29,PHANI MEDICALS,SHOP,,MEDICAL SHOP,HEALTH,PRIVATE,"OPP. URVASI COMPLEX, RAJAHMUNDRY.",,,0104000020E610000001000000010100000004AE4A38F15C6141338396B2A34F3D41
146,00-00-03-52-02,13,PRABHUTVA CHOWKA DHARALA DUKANAM,SHOP,SHOP NO: 90,RATION SHOP,SHOP,GOVERNMENT,"NEAR DANAVAI BABU TEMPLE, AMBEDKAR NAGAR, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000DA48C6EB675D6141D178EE5F374F3D41
147,00-00-02-02,50,YAHOVA SAKSHULA RAJYA MANDIRAM,CHURCH,,CHURCH,RELIGIOUS,PRIVATE,"CTRI ROAD, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000C7B47687E45D61413E95E8E53F593D41
148,00-00-03-09,50,CENTRAL TOBACCO RESEARCH INSTITUTE,OFFICE,CTRI,RESEARCH CENTER,,GOVERNMENT,"GOPALACHARI STREET, RAJAHMUNDRY.",,,0104000020E610000001000000010100000068352AB1DA5D6141B45EA43A125A3D41
149,00-00-03-56,50,WATER TANK,WATER TANK,,2 LAKH GALIANS CAPACITY,INFRASTRUCTURE,GOVERNMENT,"ANACHARI ROAD, RAJAHMUNDRY.",,,0104000020E61000000100000001010000009940CDB8995D6141167AD3A653583D41
150,00-00-03-09,50,SWARNAANDHRA SEVA SAMITI,OFFICE,,N G O,SOCIAL ORGANIZATION,PRIVATE,"LALACHERUVU, RAJAHMUNDRY.",,,0104000020E61000000100000001010000003019EAE77C5E614194C38B923A5B3D41
151,00-00-03-51,50,GOVT ELEMENTARY SCHOOL,SCHOOL,,SCHOOL,EDUCATION,GOVERNMENT,"LALACHERUVU JUNCTION, RAJAHMUNDRY.",,,0104000020E61000000100000001010000003E268DC9825E6141F1D0F09D465B3D41
152,00-00-02-02,14,PRADHANA MANDIRAM,CHURCH,,CHURCH,RELIGIOUS,PRIVATE,"ANDHRA NAGAR, TADITHOTA, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000DA1EEFAE475D6141CECE455059503D41
153,00-00-03-41,13,SRI KONERU VENKATESWARARAO GARI MEMORIAL MUNCIPAL LIBRARY,LIBRARY,,LIBRARY,EDUCATION,GOVERNMENT,"GORAKSHNAPETA,  RAJAHMUNDRY.",,,0104000020E610000001000000010100000079DC8274715D61415BFD98A4AA503D41
154,00-00-02-05,13,SRI DANAVAI BABU MANDIRAM,TEMPLE,,TEMPLE,RELIGIOUS,PRIVATE,"NEAR SBI, AMBEDKAR NAGAR,  RAJAHMUNDRY.",,,0104000020E61000000100000001010000004C8F13376E5D61419C7CA431294F3D41
155,00-00-03-52-01,43,VIJAYA RAM MEDICALS,SHOP,,MEDICAL SHOP,HEALTH,PRIVATE,"WEAVERS COLONY, RAJAHMUNDRY.",,,0104000020E610000001000000010100000009666F325D5D6141034A2E7ADB593D41
156,00-00-03-38,43,B.C GIRLS HOSTEL,HOSTEL,,GIRLS HOSTEL,RESIDENTIAL AREA,GOVERNMENT,"BESIDE RAMAKRISHNA MATHAM, RAJAHMUNDRY.",,,0104000020E61000000100000001010000007F2D12AF545D614180F00B4429583D41
157,00-00-03-09,13,GORAKSHNAPETA BATTLAMUTALA VARTKA SANGHAM,OFFICE,,VARTAKA SAMGHAM,SOCIAL ORGANIZATION,PRIVATE,"#45-33-20/1,GORAKSHNAPETA,  RAJAHMUNDRY.",,,0104000020E61000000100000001010000003B908766705D6141946F7188A2503D41
158,00-00-03-52-01,29,SRI JAYALAKSHMI MEDICAL & GENERAL STORE,SHOP,,MEDICAL SHOP,HEALTH,PRIVATE,"OPP. URVASI COMPLEX, RAJAHMUNDRY.",9849518204,,0104000020E6100000010000000101000000D99C2992F05C61412221556BB34F3D41
277,00-00-03-59,42,OPENDUMP,OPEN AREA,,LOWLYING,OTHER,GOVERNMENT,"NEAR QUEARY, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000A9729241295D61412249A2AF555C3D41
159,00-00-03-51,14,DAVAIPETA MUNCIPAL CORPORATION HIGH SCHOOL,SCHOOL,,HIGH SCHOOL,EDUCATION,GOVERNMENT,"BYE PASS ROAD, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000C35F116A345D6141EB2C6166E2503D41
160,00-00-03-52,6,NEW GAYATRI FASHION FOOT WARE,SHOP,,FOOT WARE SHOP,SHOP,PRIVATE,"AZADCHOWK, RAJAHMUNDRY.",,,0104000020E61000000100000001010000004F8B2770035D6141447F54250F523D41
161,00-00-03-51,50,ZION RESIDENTIAL SCHOOL FOR VISUALLY AND OHYSICALLY CHALLENGED,SCHOOL,,SCHOOL,EDUCATION,PRIVATE,"CTRI ROAD, NEAR GOVT HOSPITAL, RAJAHMUNDRY.",0883- 2472844,,0104000020E610000001000000010100000070C27407EC5D6141C58031DD5F583D41
162,00-00-03-38,50,"SRI GOUTAMI JEEVA KARUNYA SANGAM,LEPROSY AND OLDAGE HOME",HOSTEL,,HOSTEL,RESIDENTIAL AREA,GOVERNMENT,"OPP CENTRAL JAIL, RAJAHMUNDRY.","0883-2411879,2471438",,0104000020E6100000010000000101000000529A42D3035E614197FC928BCC583D41
163,00-00-03-02,4,OIL & NATURAL GAS CORPORATION LTD,DISPENSARY,,ONGC DISPENSARY,HEALTH,GOVERNMENT,"#53-10-1/2, RAJENDRANAGAR, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000BC14006BB95D614119024728CA533D41
164,00-00-03-31,42,DUVVURI RAMAKRISHNA RAO PANTULU COMMUNITY HALL,COMMUNITY HALL,RETAIL BUSSINESS,COMMUNITY HALL,ENTERTAINMENT,PRIVATE,"KORUKONDA ROAD,QUARY AREA, RAJAHMUNDRY.",,,0104000020E61000000100000001010000001F59B41F5F5D614182DDD9E1075C3D41
165,00-00-03-30,4,SMT. KANDUKURI RAJYALAKSHMI COLLEGE FOR WOMEN,COLLEGE,"NAAC ""B+"" GRADE",WOMEN'S COLLEGE,EDUCATION,AIDED,"OPP. TTD KALYANAMANDAPAM, RAJENDRANAGAR, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000AF0B1A1C875D614190D0A04BC2533D41
166,00-00-03-51,6,KONIKA E M SCHOOL,SCHOOL,,E M SCHOOL,EDUCATION,PRIVATE,"BYE PASS ROAD, UPPU VEEDHI, RAJAHMUNDRY.",,,0104000020E61000000100000001010000008D2C4937285D614165A42738F6523D41
167,00-00-03-57,4,ANGANWADI KENDRAM,WOMEN & CHILD WELFARE,CODE: 28,I.C.D.S.PROJECT,EDUCATION,GOVERNMENT,"#52-12-57, RAJENDRANAGAR-III, RAJAHMUNDRY.",,,0104000020E61000000100000001010000003430BBA9875D6141282C50A524543D41
168,00-00-03-52-01,6,VIGHNESWARA HEBAL,SHOP,AYURVEDIC MEDICAL SHOP,MEDICAL SHOP,HEALTH,PRIVATE,"#44-15-81, BYE PASS ROAD, RAJAHMUNDRY.",9866007723,,0104000020E6100000010000000101000000FDBB552E2C5D6141646EC2DD41513D41
169,00-00-02-02,50,AELC CHURCH,CHURCH,,CHURCH,RELIGIOUS,PRIVATE,"MALLIKARJUNA NAGAR, RAJAHMUNDRY.",,,0104000020E61000000100000001010000009E5A4203B25D61419D39CC6C1B593D41
170,00-00-02-02,50,MARANATHA MAHIMA DEVALAYAM BIBLE MISION,CHURCH,,CHURCH,RELIGIOUS,PRIVATE,"OPP CENTRAL JAIL, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000D4AAF905E95D6141EFDA8CE040583D41
171,00-00-03-27,50,SRI SATYA LAKSHMI CLINIC,CLINIC,"Dr.S.S.N.MURTHY, BASIC MEDICAL PRACTICENER",HOSPITAL,HEALTH,PRIVATE,"LALACHERUVU JUNCTION, RAJAHMUNDRY.",9346294767,,0104000020E6100000010000000101000000A63012D08D5E61416280133F195B3D41
172,00-00-03-47,6,POLICE QUARTERS,QUARTERS,,QUARTERS,,GOVERNMENT,"JAMPETA, RAJAHMUNDRY.",,,0104000020E610000001000000010100000096F9079B095D61413E343DF97E523D41
173,00-00-03-33,42,SABHA MANDAPAM FUNCTION HALL,FUNCTION HALL,,DUVVURI RAMAKRISHNA RAO TRUST,ENTERTAINMENT,PRIVATE,"RAMAKRISHNA RAO PETA, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000C55BE40A405D6141F1FE62E9505A3D41
174,00-00-03-46,43,VIVEKANANDA MUNCIPAL PARK,PARK,,PARK,FACILITY,GOVERNMENT,"ARTS COLLEGE SCIENCE BLOCK BACK SIDE, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000A65AA312645D6141DFA41AD6E3573D41
175,00-00-03-52-02,4,PRABHUTVA CHOWKA DHARALA DUKANAM,SHOP,SHOP NO: 74,RATION SHOP,SHOP,GOVERNMENT,"RAJENDRANAGAR, RAJAHMUNDRY.",,,0104000020E610000001000000010100000054A306C4AA5D61414148EB403C543D41
176,00-00-03-27,4,RATNA CLINIC,CLINIC,DR.K.PRASAD (PMP),CLINIC,HEALTH,PRIVATE,"RAJENDRANAGAR, RAJAHMUNDRY.","9704423109, 9959316486",,0104000020E61000000100000001010000004AEF316BA85D6141B1E341D61D543D41
177,00-00-03-51,43,SRI NAGARAJA MUNCIPAL SCHOOL,SCHOOL,,HIGH SCHOOL,EDUCATION,GOVERNMENT,"WEAVERS COLONY,KORUKONDA ROAD, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000D7EDBCFC6C5D61415FB2EE03525A3D41
178,00-00-03-09,43,VICE CHANCELLOR HOUSE,OFFICE,ADIKAVI NANNAYA UNIVERSITY,VICE CHANCELLOR,,GOVERNMENT,"WEAVERS COLONY, RAJAHMUNDRY.",,,0104000020E61000000100000001010000001EA8AD665E5D6141E7D3942F55583D41
179,00-00-03-52-02,6,PRABHUTVA CHOWKA DHARALA DUKANAM,SHOP,SHOP NO: 88,RATION SHOP,SHOP,GOVERNMENT,"#44-12-3/3, ANNAPURNAMMA PETA, RAJAHMUNDRY.",,,0104000020E610000001000000010100000007AC9239215D6141FA031A2551513D41
180,00-00-03-51,43,NAGARAJA MUNCIPAL HIGH  SCHOOL,SCHOOL,,HIGH SCHOOL,EDUCATION,GOVERNMENT,"WEAVERS COLONY,NEAR KORUKOMNDA ROAD, RAJAHMUNDRY.",,,0104000020E61000000100000001010000002DDC2B166D5D614134705D8B295A3D41
181,00-00-03-52,14,CHENETA BAZAR,SHOP,JOLISAKHA,HAND LOOM & TEXT TILES,SHOP,GOVERNMENT,"BYE PASS ROAD, RAJAHMUNDRY.",,,0104000020E610000001000000010100000077446B2C2F5D61412DBFA8A105503D41
182,00-00-03-30,50,PRIYADARSHINI COLLEGE OF NURSING,COLLEGE,,COLLEGE,EDUCATION,PRIVATE,"MALLIKARJUNA NAGAR, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000E987D2E3AF5D6141DE734A982F593D41
183,00-00-02-05,43,SRI KANAKADURGA & SAIBABA TEMPLE,TEMPLE,,DURGA TEMPLE,RELIGIOUS,PRIVATE,"KORUKONDA ROAD, WEAVERS COLONY, RAJAHMUNDRY.",,,0104000020E610000001000000010100000082D0877F5E5D6141A0FE4B40165A3D41
184,00-00-03-31,6,DEVANGA COMMUNITY HALL,COMMUNITY HALL,MUNICIPAL CORPORAION OF RAJAHMUNDRY,DEVANGA COMMUNITY HALL,ENTERTAINMENT,GOVERNMENT,"BYE PASS ROAD, OPP. PETROL BUNK, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000D3B337EC2A5D61414FB0769C14533D41
185,00-00-03-51,50,GTLC E M PUBLIC SCHOOL,SCHOOL,,SCHOOL,EDUCATION,PRIVATE,"QUARRY ROAD, SBI EMPLOYES COLONY, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000275BC2F4455E6141D3B17AE5775B3D41
186,00-00-03-52-01,6,MAHATI MEDICAL & GENERAL STORE,SHOP,,MEDICAL SHOP,HEALTH,PRIVATE,"JAMPETA, RAJAHMUNDRY.",9849857718,,0104000020E61000000100000001010000003448BE8B2B5D6141101BFE2477523D41
187,00-00-03-52-01,4,MAARUTI MEDICAL STORE,SHOP,,MEDICAL SHOP,HEALTH,PRIVATE,"RAJENDRANAGAR, RAJAHMUNDRY.",,,0104000020E61000000100000001010000008E97FDC29B5D61413054A08C49543D41
188,00-00-03-52-01,41,HARISH MEDICALS,SHOP,,MEDICAL SHOP,HEALTH,PRIVATE,"OPP.HARIKA DAIBETES, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000F92EFA6FF05C61411F0CD04DC3593D41
189,00-00-03-31,42,MUNCIPAL COLONY COMMUNITY HALL,COMMUNITY HALL,,COMMUNITY HALL,ENTERTAINMENT,GOVERNMENT,"MUNCIPAL COLONY, RAJAHMUNDRY.",,,0104000020E610000001000000010100000074748DF53B5D6141000B0C5D7D5A3D41
190,00-00-03-29,50,NATIONAL ACADEMY OF CONSTRUCTION,COACHING CENTRE,,EMPLOYMENT & TRAINING,EDUCATION,AIDED,"POLICE QUARTERS, MALLIKARJUNA NAGAR, RAJAHMUNDRY.",,,0104000020E61000000100000001010000000D8A8C11A25D61413942593B77573D41
191,00-00-02-02,42,CHURCH,CHURCH,,CHURCH,RELIGIOUS,PRIVATE,"RATNAM PETA, RAJAHMUNDRY.",,,0104000020E61000000100000001010000001E75B1BF3D5D61415421D75B395B3D41
192,00-00-03-05,41,S.R.HOSPITALS,HOSPITAL,,CHILDRENS &LADIES HOSPITAL,HEALTH,PRIVATE,"B.V.M SCHOOL ROAD, RAJAHMUNDRY.",0883-2478145,,0104000020E6100000010000000101000000DC00F9F6F95C6141E69FA9F95B5A3D41
193,00-00-03-05,8,COASTAL CARDIAC &METERNITY CENTER,HOSPITAL,,"CARDIAC,GYNAECOLOGIST",HEALTH,PRIVATE,"NEAR SANJANA ORTHOPEDIC HOSPITAL, DANAVAI PETA, RAJAHMUNDRY.",,,0104000020E61000000100000001010000002BD1D50A615D614140838559BA523D41
194,00-00-03-33,41,SRI SAI PRASAD NILAYAM,FUNCTION HALL,,FUNCTION HALL,ENTERTAINMENT,PRIVATE,"SRIRAM NAGAR, RAJAHMUNDRY.",,,0104000020E61000000100000001010000003F041DA8F65C6141F908C2D8075A3D41
195,00-00-03-31,41,Dr B R AMBEDKAR STUDENTS HALL,COMMUNITY HALL,,COMMUNITY HALL,ENTERTAINMENT,PRIVATE,"KOTILINGALAPETA, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000C71DAFDFB55C6141354745A2B4593D41
196,00-00-03-22,8,HDFC ATM,ATM,,ATM,FACILITY,PRIVATE,"KILARI ENCLAVE,DANVAIPETA, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000F3AE5C81595D614158F99CDCC0523D41
197,00-00-02-03,41,KAILASABHOOMI,GRAVE,HINDU'S,BURIEL GROUND,RELIGIOUS,GOVERNMENT,"NEAR KOTILINGALAREEVU, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000419470C9885C6141677B7887845A3D41
