city,area,family_size,male,female,age_lt15,age_15btw25,age_25btw45,age_gt45,no_of_children,occupation,education,no_of_working_members,child_working_below_15,type_of_ration_card,health_card,no_of_deceased_people,no_of_handicapped_people,car,bike,tractor,house,land,gold,monthly_income,government_income,pension_income,private_income,caste,nearest_hospital,nearest_primary_school,nearest_high_school,nearest_college,nearest_university,postal_savings,bank_savings,chit_savings,other_savings,agricultural_status,type_of_building,type_of_water_source,source_of_drinking_water,presence_of_toilet_facility,electricity_connection,television,refrigerator,air_conditioner,heater,fan,computer,electricity_bill,gas_connection,no_of_lic_policies,income_status,cable_connection,internet_connection,poverty_status,latitude,longitude
Rajahmundry,Urban,4,2,2,0,1,1,2,2,Driver,Intermediate,1,0,No,No,0,0,0,1,0,0,0,12,24000,0,0,24000,OC,3,1,3,12,11,0,0,0,0,Remains Same,Single Floor,Tap,Outside,Outside,Yes,0,0,0,0,4,0,240,Yes,0,Remains Same,No,No,Poor,17.06312,81.818291
Rajahmundry,Rural,4,2,2,1,1,1,1,2,Business,6th Standard,1,0,White,Yes,1,0,0,0,0,1,1,0,18000,0,0,18000,OC,4,1,1,6,10,0,36000,0,0,Remains Same,Shed,Tap,Outside,Inside,Yes,1,1,0,1,4,0,160,Yes,0,Decrease,Yes,No,Poor,17.060712,81.802208
Rajahmundry,Urban,3,1,1,0,1,2,0,1,Driver,Graduation,3,0,White,Yes,0,1,1,1,0,1,1,40,22000,0,4000,18000,BC,2,1,2,5,10,0,85000,0,0,Remains Same,Double Floor,Bore,Inside,Inside,Yes,0,0,0,0,3,0,260,Yes,3,Increase,No,No,Middle,16.943803,81.786722
Rajahmundry,Rural,4,2,2,0,1,3,0,2,Business,Intermediate,1,0,No,No,0,0,0,1,0,0,0,12,18000,0,0,18000,OC,3,1,3,12,11,0,45000,0,0,Remains Same,Single Floor,Tap,Outside,Outside,Yes,1,0,0,0,2,0,300,Yes,0,Remains Same,Yes,No,Poor,16.95579,81.791185
Rajahmundry,Rural,5,3,2,2,1,2,0,3,Driver,Post Graduation,3,0,White,No,0,0,0,1,0,1,1,80,30000,0,0,30000,BC,3,1,2,5,10,0,85000,0,0,Remains Same,Single Floor,Tap,Inside,Inside,Yes,1,1,0,1,3,0,300,Yes,2,Remains Same,Yes,No,Middle,17.047544,81.811206
Rajahmundry,Rural,4,2,2,1,1,2,0,2,Fishing,Graduation,1,0,White,Yes,0,0,1,1,0,1,1,40,10000,0,0,10000,BC,2,1,1,4,10,0,78000,0,0,Decrease,Single Floor,Tap,Inside,Inside,Yes,0,0,0,0,4,0,250,Yes,2,Increase,No,No,Middle,17.053106,81.803286
Rajahmundry,Urban,6,3,3,2,2,2,0,1,Driver,Intermediate,1,0,White,Yes,0,0,0,1,0,1,0,60,14000,0,0,14000,OC,4,1,1,6,11,0,0,0,0,Remains Same,Single Floor,Tap,Inside,Inside,Yes,0,0,0,0,3,0,205,Yes,0,Remains Same,No,No,Middle,17.06004,81.800859
Rajahmundry,Rural,4,2,2,0,2,2,0,1,Driver,Intermediate,1,0,White,No,0,0,0,1,0,1,0,20,14000,0,0,14000,OC,4,1,1,3,11,0,56000,0,0,Remains Same,Single Floor,Bore,Inside,Inside,Yes,1,1,1,0,4,0,250,Yes,0,Increase,Yes,No,Poor,17.069572,81.811907
Rajahmundry,Urban,4,2,3,0,2,1,1,2,Fishing,Graduation,2,0,White,No,0,0,0,1,0,1,1,11,30000,0,0,30000,BC,4,5,7,11,10,0,45000,0,0,Decrease,Single Floor,Bore,Inside,Inside,Yes,0,0,0,0,4,0,256,Yes,1,Remains Same,No,No,Middle,16.969587,81.789995
Rajahmundry,Rural,3,1,2,1,1,1,0,0,Farmer,Graduation,1,0,White,No,0,1,0,1,0,0,0,0,20000,0,0,20000,SC,5,6,8,12,11,0,25000,0,0,Remains Same,Shed,Bore,Outside,Inside,Yes,1,1,0,0,3,0,265,Yes,0,Remains Same,Yes,No,Poor,17.01524,81.774222
Rajahmundry,Urban,4,2,2,1,1,2,0,2,Farmer,Graduation,1,0,White,No,0,0,0,1,0,0,0,25,12000,0,0,12000,SC,3,1,3,12,11,0,100000,0,0,Remains Same,Single Floor,Tap,Outside,Outside,Yes,1,1,0,0,2,0,225,Yes,0,Remains Same,Yes,No,Poor,17.02039,81.77935
Rajahmundry,Rural,3,1,2,1,0,1,1,3,Business,Graduation,1,0,White,Yes,0,0,1,1,0,0,1,15,10000,0,0,10000,BC,1,5,5,10,21,0,0,0,0,Remains Same,Single Floor,Tap,Inside,Inside,Yes,1,1,0,0,4,0,240,Yes,1,Remains Same,Yes,No,Middle,17.005879,81.770574
Rajahmundry,Rural,4,2,1,0,3,0,0,3,Carpenter,6th Standard,1,0,White,No,0,0,0,0,0,1,0,13,36000,0,12000,24000,OC,4,1,2,6,10,0,46000,0,0,Remains Same,Single Floor,Tap,Inside,Outside,Yes,1,1,0,0,4,0,160,Yes,0,Remains Same,Yes,No,Poor,17.007914,81.774522
Rajahmundry,Urban,3,2,2,0,2,1,1,3,Farmer,Graduation,3,0,White,Yes,1,0,1,1,0,1,1,75,8000,0,0,8000,BC,2,1,2,6,10,0,0,0,0,Increase,Double Floor,Tap,Inside,Inside,Yes,1,1,0,0,4,0,260,Yes,3,Increase,Yes,No,Middle,17.037496,81.801462
Rajahmundry,Rural,4,1,2,0,1,2,0,1,Driver,Intermediate,2,0,No,No,0,0,0,1,0,0,0,20,9000,0,0,9000,OC,1,1,1,3,10,0,75000,0,0,Remains Same,fourth floor,Bore,Inside,Inside,Yes,1,0,0,0,3,0,300,Yes,0,Increase,Yes,No,Middle,17.039807,81.798629
Rajahmundry,Urban,4,2,2,0,1,1,2,0,Carpenter,Graduation,2,0,White,Yes,0,0,0,1,0,1,1,30,18000,0,0,18000,BC,3,1,3,12,11,0,85000,0,0,Increase,Single Floor,Bore,Inside,Inside,Yes,0,0,0,0,4,0,300,Yes,3,Increase,No,No,Middle,17.044516,81.801196
Rajahmundry,Rural,3,2,2,1,1,1,1,2,Farmer,Post Graduation,1,0,White,No,0,0,1,1,0,1,1,75,10000,0,0,10000,OC,5,1,8,12,20,0,95000,0,0,Remains Same,Double Floor,Tap,Inside,Inside,Yes,1,1,1,0,3,0,250,Yes,0,Remains Same,Yes,No,Middle,17.054992,81.807322
Rajahmundry,Rural,4,1,1,0,1,2,0,0,Driver,Graduation,1,0,White,No,0,0,0,1,0,0,1,20,18000,0,0,18000,SC,1,6,5,12,22,0,95000,0,0,Remains Same,Single Floor,Tap,Outside,Inside,Yes,1,1,1,0,2,0,205,Yes,0,Remains Same,Yes,No,Poor,17.06428,81.807154
Rajahmundry,Urban,5,2,2,0,1,3,0,2,Carpenter,Graduation,2,0,White,No,0,0,0,1,0,1,1,50,24000,0,0,24000,BC,1,5,7,10,11,0,0,0,0,Remains Same,Single Floor,Tap,Inside,Inside,Yes,0,0,0,0,2,0,250,Yes,0,Remains Same,No,No,Poor,17.009046,81.778276
Rajahmundry,Urban,4,3,2,2,1,2,0,1,Business,Post Graduation,1,0,No,No,0,0,0,0,1,1,1,65,18000,0,0,18000,OC,1,5,8,6,21,0,70000,0,0,Remains Same,Double Floor,Tap,Inside,Inside,Yes,0,0,0,0,3,0,256,Yes,0,Remains Same,No,No,Middle,16.936729,81.789873
Rajahmundry,Urban,6,2,2,1,1,2,0,2,Business,6th Standard,1,0,White,Yes,1,0,0,0,0,1,1,0,24000,0,4000,20000,OC,4,1,1,6,10,0,90000,0,0,Remains Same,Shed,Tap,Outside,Inside,Yes,0,0,0,0,4,0,265,Yes,0,Decreased,No,No,Poor,17.055374,81.816956
Rajahmundry,Rural,4,3,3,2,2,2,0,3,Driver,Graduation,2,0,White,No,0,0,0,1,0,1,0,38,14000,0,0,14000,OC,4,3,5,6,30,0,50000,0,0,Remains Same,Single Floor,Tap,Inside,Inside,Yes,0,0,0,0,4,0,225,Yes,0,Remains Same,No,No,Middle,17.067459,81.80326
Rajahmundry,Rural,4,2,2,0,2,2,0,3,Leather Work,Graduation,2,0,White,Yes,0,0,0,1,0,1,1,60,18000,0,0,18000,OC,4,1,1,6,11,0,55000,0,0,Remains Same,Single Floor,Tap,Inside,Inside,Yes,0,0,0,0,2,0,120,Yes,0,Remains Same,No,No,Middle,17.066618,81.7962
Rajahmundry,Rural,3,2,3,0,2,1,1,2,Farmer,Graduation,1,0,White,No,0,0,0,1,0,0,0,25,24000,0,0,24000,SC,3,1,5,12,21,2000,60000,0,0,Remains Same,Single Floor,Tap,Outside,Outside,Yes,1,1,0,1,2,0,220,Yes,0,Remains Same,Yes,No,Poor,17.025863,81.81202
Rajahmundry,Rural,4,1,2,1,1,1,0,2,Driver,Graduation,3,0,White,Yes,0,0,0,1,0,1,1,50,18000,0,0,18000,BC,5,6,6,9,21,1500,55000,0,0,Remains Same,Double Floor,Tap,Inside,Inside,Yes,1,1,0,0,3,0,200,Yes,2,Increased,Yes,No,Middle,17.04244,81.819488
Rajahmundry,Rural,4,1,2,1,0,1,1,1,Teacher,8th Standard,1,0,White,No,1,0,0,1,1,1,1,10,12000,12000,0,0,OC,3,3,3,11,10,1000,90000,0,0,Increase,Shed,Bore,Inside,Inside,No,1,0,0,0,4,0,250,Yes,0,Increased,Yes,Yes,Middle,16.957334,81.810217
Rajahmundry,Rural,4,1,3,1,1,2,0,3,Fishing,Graduation,1,0,White,Yes,0,0,0,1,0,1,1,15,24000,0,4000,20000,BC,3,1,3,12,11,0,80000,0,0,Remains Same,Single Floor,Bore,Outside,Inside,Yes,1,0,0,0,2,1,250,Yes,1,Remains Same,Yes,No,Middle,16.958933,81.810793
Rajahmundry,Rural,5,2,3,1,2,2,0,0,Farmer,Graduation,2,0,White,Yes,0,0,0,1,0,1,1,30,14000,0,0,14000,BC,3,1,3,12,11,0,90000,0,0,Increase,Single Floor,Bore,Inside,Inside,Yes,1,0,0,0,2,0,30,Yes,3,Increased,Yes,No,Middle,16.953786,81.809809
Rajahmundry,Rural,3,1,3,0,1,2,0,1,Driver,10th Standard,1,0,White,No,0,0,0,1,1,1,1,10,8000,0,0,8000,OC,2,3,5,3,25,0,50000,0,0,Increse,Sheds,Tap,Inside,Inside,Yes,1,0,0,0,3,0,200,Yes,1,Remains Same,Yes,No,Poor,17.031756,81.774712
Rajahmundry,Rural,4,2,2,2,0,0,2,2,Business,Intermediate,2,0,White,No,0,0,0,1,0,1,1,11,9000,0,0,9000,BC,2,4,6,7,60,0,55000,0,0,Decrease,Sheds,Bore,inside,Inside,Yes,1,0,0,0,4,0,250,Yes,1,Remains Same,Yes,No,Poor,17.029,81.816758
Prathipadu,Rural,4,2,2,0,1,0,2,2,Driver,10th Standard,2,0,White,No,0,1,0,1,1,1,1,12,8500,0,0,8500,BC,4,6,7,10,60,2000,60000,0,0,Decrease,Sheds,Tap,Inside,Inside,Yes,1,0,0,0,3,0,250,Yes,1,Increased,Yes,No,Poor,17.229608,82.226441
Prathipadu,Rural,3,1,2,1,0,1,1,1,Driver,10th Standard,1,0,White,Yes,0,0,0,1,1,1,1,16,9000,0,0,9000,OC,3,5,3,11,50,1500,55000,0,0,Increse,Sheds,Tap,Inside,Inside,Yes,0,0,0,0,2,0,120,Yes,1,Remains Same,Yes,No,Poor,17.229021,82.226180 
Prathipadu,Rural,3,2,1,0,3,0,0,1,Driver,10th Standard,1,1,White,No,1,0,0,1,0,1,0.5,10,8500,0,0,8500,BC,3,5,6,5,55,2000,90000,0,0,Increse,Sheds,Bore,Outside,Inside,Yes,0,0,0,0,2,0,220,Yes,1,Decreased,Yes,No,Poor,17.233667,82.226637
Prathipadu,Rural,4,2,2,0,2,1,1,2,Business,8th Standard,2,0,White,No,1,0,0,1,0,1,1,10,9500,9500,0,0,OC,2,5,5,6,45,2000,45000,0,0,Decrease,Sheds,Bore,Inside,Inside,Yes,1,0,0,0,3,0,200,Yes,1,Remains Same,Yes,No,Poor,17.233513,82.226666
Prathipadu,Rural,3,1,2,0,1,2,0,1,Business,Graduation,2,0,White,Yes,0,0,0,1,0,1,1.5,10,8000,0,0,8000,OC,3,2,3,6,45,1500,85000,0,0,Increse,Sheds,Tap,Inside,Inside,Yes,1,0,0,0,4,0,150,Yes,1,Remains Same,Yes,No,Poor,17.233387,82.226473
Prathipadu,Rural,4,2,2,0,1,1,2,2,Fishing,10th Standard,1,0,White,Yes,0,0,0,1,0,1,1,12,10000,0,0,10000,BC,3,1,5,6,45,3000,20000,0,0,Decrease,Sheds,Bore,Inside,Inside,Yes,1,0,0,0,4,0,300,Yes,1,Remains Same,Yes,No,Poor,17.233607,82.226792
Prathipadu,Rural,4,2,2,1,1,1,1,2,Farmer,10th Standard,2,0,White,Yes,0,0,0,1,0,1,1.2,13,9000,9000,0,0,BC,3,5,6,4,55,2500,0,0,0,Decrease,Sheds,Bore,Inside,Inside,Yes,1,0,0,0,3,0,150,Yes,1,Decreased,Yes,No,Poor,17.233450 ,82.226759
Prathipadu,Rural,3,1,1,0,1,2,0,2,Carpenter,7th Standard Standard,1,0,White,No,1,0,0,1,0,1,1.3,14,8000,0,8000,0,ST,5,3,2,2,45,2000,65000,0,0,Decrease,Sheds,Bore,Inside,Inside,Yes,1,0,0,0,2,0,250,Yes,1,Increased,Yes,No,Poor,17.233356,82.226858
Prathipadu,Rural,4,2,2,0,1,3,0,2,Carpenter,10th Standard,1,0,White,Yes,0,0,0,1,0,1,1.5,11,9000,0,0,9000,OC,2,3,3,3,45,0,0,0,0,Decrease,Sheds,Bore,Inside,Inside,Yes,1,0,0,0,3,0,205,Yes,1,Decreased,Yes,No,Poor,17.233329,82.226979
Prathipadu,Rural,5,3,2,2,1,2,0,3,Teacher,8th Standard,1,0,White,Yes,0,0,0,1,1,1,1.5,15,8500,0,0,8500,OC,3,1,6,4,56,0,56000,0,0,Increse,Sheds,Bore,Inside,Inside,Yes,1,0,0,0,4,0,250,Yes,1,Increased,Yes,No,Poor,17.233308,82.227127
Prathipadu,Rural,4,2,2,1,1,2,0,2,Driver,10th Standard,0,0,White,No,0,0,0,1,0,1,1.5,15,9000,9000,0,0,SC,3,4,5,6,55,0,100000,0,0,Increse,Sheds,Tap,Inside,Inside,Yes,1,0,0,0,3,0,256,Yes,1,Remains Same,Yes,No,Poor,17.233272,82.227281
Prathipadu,Rural,6,3,3,2,2,2,0,4,Driver,10th Standard,2,0,White,Yes,0,0,0,1,0,1,1.2,14,9000,0,0,9000,SC,3,4,5,6,23,0,60000,0,0,Increse,Sheds,Tap,Inside,Inside,Yes,1,0,0,0,4,0,150,Yes,1,Remains Same,Yes,No,Poor,17.233256,82.227407
Prathipadu,Rural,4,2,2,0,2,2,0,2,Fishing,10th Standard,2,0,White,Yes,0,0,0,1,0,1,1.2,15,8000,0,0,8000,ST,3,4,5,6,89,0,45000,0,0,Increse,Sheds,Bore,Inside,Inside,Yes,0,0,0,0,4,0,225,Yes,1,Remains Same,Yes,No,Poor,17.233413,82.227489
Prathipadu,Rural,4,2,3,0,2,1,1,2,Driver,8th Standard,2,0,White,Yes,0,1,0,1,0,1,0,14,9000,9000,0,0,OC,2,4,4,5,65,0,80000,0,0,Increse,Sheds,Bore,Inside,Inside,No,1,0,0,0,3,0,240,Yes,1,Increased,Yes,No,Poor,17.235229,82.227528
Prathipadu,Rural,3,1,2,1,1,1,0,1,Farmer,10th Standard,1,0,White,No,0,1,0,1,0,1,0,11,8000,8000,0,0,SC,3,5,3,4,23,1000,45000,0,0,Decrease,Sheds,Bore,Outside,Inside,No,0,0,0,0,2,0,160,Yes,1,Decreased,Yes,No,Poor,17.233675,82.227549
Prathipadu,Rural,4,2,2,1,1,2,0,2,Farmer,7th Standard,1,0,White,Yes,0,0,0,1,0,1,0.5,10,9000,9000,0,0,SC,5,3,4,5,56,0,65000,0,0,Increse,Sheds,Bore,Outside,Inside,Yes,1,0,0,0,4,0,260,Yes,1,Increased,Yes,No,Poor,17.233801,82.227566
Prathipadu,Rural,3,1,2,1,0,1,1,1,Business,10th Standard,1,0,White,Yes,1,0,0,1,0,1,1.5,10,9500,0,0,9500,OC,3,5,3,11,50,1000,78000,0,0,Increse,Sheds,Tap,Outside,Inside,Yes,0,0,0,0,4,0,150,Yes,1,Remains Same,Yes,No,Poor,17.233937,82.227621
Prathipadu,Rural,4,2,1,0,3,0,0,1,Carpenter,Intermediate,1,1,White,No,1,1,0,1,0,1,1,12,9000,9000,0,0,BC,3,5,6,5,55,2500,90000,0,0,Decrease,Sheds,Bore,Inside,Inside,Yes,1,0,0,0,4,0,300,Yes,1,Remains Same,Yes,No,Poor,17.234063,82.227632
Prathipadu,Rural,3,2,2,0,2,1,1,2,Carpenter,10th Standard,2,0,White,Yes,0,0,0,1,0,1,1,10,9000,0,0,9000,OC,2,5,5,6,45,3000,55000,0,0,Decrease,Sheds,Tap,Outside,Inside,Yes,0,0,0,0,3,0,250,Yes,1,Increased,Yes,No,Poor,17.234168,82.227648
Prathipadu,Rural,4,1,2,0,1,2,0,1,Business,10th Standard,2,0,White,No,0,1,0,1,0,1,1,12,8000,8000,0,0,OC,3,2,3,6,45,2000,120000,0,0,Increse,Sheds,Bore,Inside,Inside,Yes,1,0,0,0,4,0,205,Yes,1,Remains Same,No,No,Poor,17.234157,82.227528
Prathipadu,Rural,4,2,2,0,1,1,2,2,Farmer,10th Standard,1,0,White,Yes,0,0,0,1,0,1,1,1,8000,0,0,8000,BC,3,1,5,6,45,3000,38000,0,0,Increse,Sheds,Bore,Outside,Inside,Yes,1,0,0,0,3,0,250,Yes,1,Decreased,Yes,No,Poor,17.234136,82.227429
Prathipadu,Rural,3,2,2,1,1,1,1,2,Business,8th Standard,2,0,White,Yes,0,1,0,1,0,1,1,13,7000,7000,0,0,BC,3,5,6,4,55,2500,56000,5000,0,Decrease,Sheds,Bore,Inside,Inside,Yes,0,0,0,0,2,0,256,Yes,1,Remains Same,Yes,No,Poor,17.234094,82.227336
Prathipadu,Rural,4,1,1,0,1,2,0,2,Business,Graduation,1,0,White,No,0,0,0,1,0,1,1,6,7000,0,0,7000,ST,5,3,2,2,45,0,45000,0,0,Increse,Sheds,Bore,Outside,Inside,Yes,0,0,0,0,2,0,265,Yes,1,Remains Same,Yes,No,Poor,17.234084,82.227758
Prathipadu,Rural,5,2,2,0,1,3,0,2,Driver,10th Standard,1,0,White,Yes,1,1,0,0,0,0,1,5,8000,0,0,8000,OC,2,3,3,3,45,0,80000,3000,0,Decrease,Sheds,Bore,Inside,Inside,Yes,0,0,0,0,3,0,225,Yes,1,Remains Same,Yes,No,Poor,17.234042,82.227884
Prathipadu,Rural,4,3,2,2,1,2,0,3,Driver,10th Standard,1,0,White,No,1,0,0,0,0,0,1,5,8000,0,0,8000,OC,3,1,6,4,56,0,0,0,0,Decrease,Sheds,Bore,Outside,Inside,Yes,0,0,0,0,4,0,240,Yes,1,Decreased,Yes,No,Poor,17.234005,82.227999
Prathipadu,Rural,6,2,2,1,1,2,0,2,Business,7th Standard Standard,0,0,White,Yes,0,0,0,0,0,0,1.2,5,9000,0,0,9000,SC,3,4,5,6,55,0,45000,0,0,Decrease,Sheds,Bore,Outside,Inside,Yes,1,0,0,0,4,0,160,Yes,1,Increased,Yes,No,Poor,17.233979,82.228148
Prathipadu,Rural,4,3,3,2,2,2,0,4,Farmer,10th Standard,2,0,White,No,2,1,0,0,0,0,1,6,9000,9000,0,0,SC,3,4,5,6,23,0,65000,0,0,Decrease,Sheds,Bore,Outside,Inside,Yes,1,0,0,0,3,0,260,Yes,1,Decreased,Yes,No,Poor,17.233906,82.228060 
Prathipadu,Rural,4,2,2,0,2,2,0,2,Fishing,8th Standard,2,0,White,Yes,0,1,0,0,1,0,0.5,6,9000,0,0,9000,ST,3,4,5,6,89,0,0,0,0,Increse,Sheds,Bore,Inside,Inside,Yes,1,0,0,0,2,0,300,Yes,1,Increased,Yes,No,Poor,17.233670 ,82.228010 
Prathipadu,Rural,3,2,3,0,2,1,1,2,Farmer,10th Standard,2,0,White,Yes,0,1,0,0,1,0,0.6,6,8000,0,8000,0,OC,2,4,4,5,65,0,36000,0,0,Increse,Sheds,Bore,Outside,Inside,Yes,0,0,0,0,3,0,300,Yes,1,Remains Same,Yes,No,Poor,17.233413,82.227956
Prathipadu,Rural,4,1,2,1,1,1,0,1,Driver,10th Standard,1,0,White,No,0,0,0,1,1,0,1,10,7000,7000,0,0,SC,3,5,3,4,23,0,50000,0,0,Increse,Sheds,Tap,Inside,Inside,Yes,0,0,0,0,4,0,250,Yes,1,Remains Same,Yes,No,Poor,17.233607,82.227988
Prathipadu,Rural,3,2,2,1,1,2,0,2,Driver,10th Standard,1,0,White,No,0,0,0,0,1,0,1,10,9000,9000,0,0,SC,5,3,4,5,56,0,55000,0,0,Increse,Sheds,Bore,Outside,Inside,Yes,0,0,0,0,3,0,205,Yes,1,Remains Same,Yes,No,Poor,17.233523,82.227966
Prathipadu,Rural,4,1,2,1,0,1,1,1,Business,8th Standard,1,0,White,No,1,0,0,1,1,1,1,10,9500,9500,0,0,OC,3,3,3,11,50,0,60000,0,0,Increse,Sheds,Bore,Inside,Inside,No,1,0,0,0,3,0,250,Yes,1,Increased,Yes,No,Poor,17.233361,82.228109
Prathipadu,Rural,3,2,1,0,3,2,0,1,Business,10th Standard,1,1,White,Yes,1,1,0,0,0,1,1,9,9500,0,0,9500,BC,3,1,6,5,55,0,55000,0,0,Decrease,Sheds,Bore,Outside,Inside,No,0,0,0,0,3,0,256,Yes,1,Decreased,Yes,No,Poor,17.233350 ,82.228213
Prathipadu,Rural,4,2,2,0,2,1,2,2,Driver,7th Standard,2,0,White,Yes,1,0,0,1,0,1,1,9,8000,8000,0,0,OC,2,4,5,6,45,0,90000,0,0,Increse,Sheds,Bore,Inside,Inside,Yes,1,0,0,0,3,0,265,Yes,1,Increased,Yes,No,Poor,17.233298,82.228318
Prathipadu,Rural,4,1,2,0,1,1,1,1,Fishing,10th Standard,2,0,White,Yes,0,0,0,0,0,1,1,9,9000,9000,0,0,OC,3,4,3,6,45,0,45000,0,0,Increse,Sheds,Tap,Outside,Inside,Yes,0,0,0,0,3,0,225,Yes,1,Remains Same,Yes,No,Poor,17.233177,82.228680 
Prathipadu,Rural,3,2,2,0,1,2,0,2,Farmer,Intermediate,1,0,White,No,0,1,0,1,0,1,0,8,8000,1,0,8000,BC,3,4,5,6,45,0,85000,0,0,Decrease,Sheds,Tap,Outside,Inside,Yes,1,0,0,0,3,0,240,Yes,1,Remains Same,Yes,No,Poor,17.233146,82.228828
Prathipadu,Rural,4,2,2,1,1,3,0,2,Teacher,10th Standard,2,0,White,No,0,0,0,0,0,1,0.5,8,7000,0,0,7000,BC,3,4,6,4,55,0,20000,0,0,Decrease,Sheds,Bore,Outside,Inside,Yes,0,1,0,0,3,0,160,Yes,1,Increased,No,No,Poor,17.233099,82.228943
Prathipadu,Rural,5,1,1,0,1,2,0,2,Teacher,10th Standard,1,0,White,Yes,0,1,0,1,0,1,0.5,8,9000,0,0,9000,ST,5,5,2,2,45,0,0,0,0,Decrease,Sheds,Bore,Inside,Inside,Yes,1,0,0,0,3,0,260,Yes,1,Remains Same,Yes,No,Poor,17.233073,82.229045
Prathipadu,Rural,4,2,2,0,1,2,0,2,Driver,10th Standard,1,0,White,Yes,1,0,0,0,0,1,0.5,7,10000,10000,0,0,OC,2,3,3,3,45,2000,65000,0,0,Decrease,Sheds,Bore,Outside,Inside,Yes,1,0,0,0,3,0,300,Yes,1,Decreased,Yes,No,Poor,17.233057,82.229185
Prathipadu,Rural,6,3,2,2,1,2,0,3,Fishing,8th Standard,1,0,White,No,0,1,0,1,0,1,6,7,6000,0,6000,0,OC,3,5,6,4,56,1500,0,0,0,Increse,Sheds,Bore,Inside,Inside,Yes,0,0,0,0,4,0,300,Yes,1,Remains Same,Yes,No,Poor,17.233115,82.229311
Prathipadu,Rural,4,2,2,1,1,2,0,2,Driver,Graduation,0,0,White,No,0,0,0,0,0,1,0.6,7,8000,0,0,8000,SC,3,5,5,6,55,2000,56000,0,0,Increse,Sheds,Bore,Outside,Inside,Yes,0,0,0,0,3,0,250,Yes,1,Remains Same,Yes,No,Poor,17.233282,82.229371
Prathipadu,Rural,4,3,3,2,2,1,1,4,Farmer,10th Standard,2,0,White,Yes,0,0,0,1,0,1,0.6,4,8000,0,0,8000,SC,3,5,5,6,23,2000,100000,0,0,Increse,Sheds,Bore,Inside,Inside,Yes,0,0,0,0,2,0,205,Yes,1,Remains Same,Yes,No,Poor,17.233425,82.229323
Prathipadu,Rural,3,2,2,0,2,1,0,2,Teacher,10th Standard,2,0,White,Yes,0,1,0,0,1,1,0,4,7000,7000,0,0,ST,3,2,5,6,89,1500,60000,0,0,Increse,Sheds,Bore,Outside,Inside,Yes,0,0,0,0,2,0,250,Yes,1,Decreased,Yes,No,Poor,17.233404,82.229317
Prathipadu,Rural,4,2,3,0,2,2,0,2,Carpenter,7th Standard Standard,2,0,White,No,1,1,0,1,0,1,0,4,7000,0,0,7000,OC,2,1,4,5,65,3000,45000,0,0,Increse,Sheds,Bore,Inside,Inside,Yes,1,0,0,0,3,0,256,Yes,1,Increased,Yes,No,Poor,17.233409,82.229320 
Prathipadu,Rural,3,1,2,1,1,1,0,1,Carpenter,10th Standard,1,0,White,No,0,0,0,0,0,1,0,5,7000,0,0,7000,SC,3,5,3,4,23,2500,80000,0,0,Decrease,Sheds,Bore,Outside,Inside,Yes,1,0,0,0,3,0,265,Yes,1,Decreased,Yes,No,Poor,17.233412,82.229331
Prathipadu,Rural,4,2,2,1,1,2,0,2,Driver,8th Standard,1,0,White,No,0,1,0,1,0,,0,12,7000,0,7000,0,SC,5,3,4,5,56,2000,45000,8000,0,Increse,Sheds,Bore,Inside,Inside,Yes,1,0,0,0,3,0,225,Yes,1,Increased,Yes,No,Poor,17.233418,82.229308
Prathipadu,Rural,3,1,2,1,0,1,1,1,Farmer,10th Standard,1,0,White,Yes,0,0,0,1,1,,1,16,9000,9000,0,0,OC,3,5,3,11,50,0,65000,5000,0,Increse,Sheds,tap,Inside,Inside,Yes,0,0,0,0,2,0,120,Yes,1,Remains Same,Yes,No,Poor,17.229658,82.225727
Prathipadu,Rural,3,2,1,0,3,0,0,1,Teacher,10th Standard,1,1,White,No,1,0,0,1,0,1,0.5,10,8500,0,0,8500,BC,3,5,6,5,55,0,78000,0,0,Increse,Sheds,Bore,Outside,Inside,Yes,0,0,0,0,2,0,220,Yes,1,Decreased,Yes,No,Poor,17.229538,82.226530 
Prathipadu,Rural,4,2,2,0,2,1,1,2,Driver,8th Standard,2,0,White,No,1,0,0,1,0,1,1,10,9000,9000,0,0,OC,2,5,5,6,45,0,90000,0,0,Decrease,Sheds,Tap,Inside,Inside,Yes,1,0,0,0,3,0,200,Yes,1,Remains Same,Yes,No,Poor,17.229980 ,82.226732
Prathipadu,Rural,3,1,2,0,1,2,0,1,Driver,Graduation,2,0,White,Yes,0,0,0,1,0,1,1.5,10,8000,0,0,8000,OC,3,2,3,6,45,0,55000,0,0,Increse,Sheds,Tap,Inside,Inside,Yes,1,0,0,0,3,0,200,Yes,1,Remains Same,Yes,No,Poor,17.229998,82.226829
Prathipadu,Rural,4,2,2,0,1,1,2,2,Business,10th Standard,1,0,White,Yes,0,0,0,1,0,1,1,12,9500,0,0,9500,BC,3,1,5,6,45,0,120000,0,0,Decrease,Sheds,Bore,Inside,Inside,Yes,1,0,0,0,3,0,300,Yes,1,Remains Same,Yes,No,Poor,17.232510 ,82.227246
Prathipadu,Rural,4,2,2,1,1,1,1,2,Driver,10th Standard,2,0,White,Yes,0,0,0,1,0,1,1.2,13,8000,8000,0,0,BC,3,5,6,4,55,0,38000,0,0,Decrease,Sheds,Bore,Inside,Inside,Yes,1,0,0,0,3,0,300,Yes,1,Decreased,Yes,No,Poor,17.232019,82.224961
